"NPP","NoUrut","TKPendidikan","Pendidikan","Nama","Kota","StatAkreditasi","DNLN","TahunAwal","TahunAkhir","StatLulus","NoIjasah","TglIjasah","Nilai","Grade","UserId","TglInput",
"01108563026452","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026376","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026377","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026378","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026379","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026380","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026381","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108564026382","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026386","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026387","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026390","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026391","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026393","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026394","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026395","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026396","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026398","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026399","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026401","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026403","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026404","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026405","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026406","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026407","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026408","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026409","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026410","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026413","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026414","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026415","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026418","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026419","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026421","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026424","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026427","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026428","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026429","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108568026343","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108568026431","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108568026432","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108568026433","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01117760015411","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01117760015412","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01117860017068","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01117861012670","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118560026486","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118561026488","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118561026489","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118561026490","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118563026491","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118563026492","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118564026493","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118565026495","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118565026496","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118566026500","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118566026501","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118566026502","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118567026503","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118568026504","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01128062020534","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01128562026625","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01128564026626","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017460009588","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017858015917","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017860015928","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017860015932","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017860015933","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017860015936","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017861015937","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017861015939","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017861015941","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017861015942","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017862015943","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017862015944","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017862015945","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017867015948","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02018464024719","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02027661013392","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02098560026335","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02107860017019","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"03077762015220","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"03118060020509","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"05067966017990","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"06017859015994","001","","3A00","SMA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"06078057000657","001","","3Z00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"07088163020988","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"07118062020510","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"08018161020706","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"08018161020707","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"08097861016948","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"11117656015481","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"11128060020572","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"11128061020573","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"11128062020574","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"11128062020575","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"13018163020709","001","","3A00","SMA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"14047660013556","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15018160020710","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15038464022638","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15047762014743","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15058564025327","001","","3D00","SMEA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15077860016838","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15087560012430","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"16018162020713","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"16097860016961","001","","3Z00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"17028064019353","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"17117558012754","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"19128062020600","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"24017861016047","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"25067250021448","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026392","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01050277038025","001","","7000","IPB","BOGOR","Disamakan","D","1996","200","Y","1003000242","20-05-2000 00:00:00","0","","","01-01-1900 00:00:00",
"01089364030728","001","","3E00","SPMA","GARUT","Diakui","D","1982","1985","Y","003224/1985","06-05-1985 00:00:00","0","","","01-01-1900 00:00:00",
"01089364030728","002","","2A00","TSANAWIYAH","GARUT","Diakui","D","1979","1982","Y","WI.LXXXII","25-05-1982 00:00:00","0","","","01-01-1900 00:00:00",
"01089364030728","003","","1A00","SD","GARUT","Diakui","D","1973","1979","Y","Xaa NO. 232361","31-05-1979 00:00:00","0","","","01-01-1900 00:00:00",
"01018865027556","01","2","2A00","SEKOLAH MENENGAH PERTAMA","BANDUNG'","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","01-05-2015 01:43:28",
"01030984041286","01","7","7000","PERTANIAN","BANDUNG","2","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","01-05-2015 01:43:28",
"01048467022786","01","1","1A00","SD","BANDUNG","1","D","1979","1980","L","","01-01-1900 00:00:00","0","","MIGRASI","01-05-2015 01:43:28",
"01051271041373","01","3","3BD0","JURUSAN MESIN","BANDUNG","2","D","1989","1991","L","02 OB or 0081963","05-06-1991 00:00:00","75","","MIGRASI","01-05-2015 01:43:28",
"01051277041363","01","3","3A00","EKONOMI","BANDUNG","2","D","1994","1996","L","02 OB oe 0499260","27-05-1996 00:00:00","78","B","MIGRASI","01-05-2015 01:43:28",
"01051277041363","02","7","7000","EKONOMI","BANDUNG","0","D","1996","2002","L","B. 03/0412202","14-08-2002 00:00:00","2,78","A","MIGRASI","01-05-2015 01:43:28",
"01051277041371","01","2","2000","UMUM","BANDUNG","2","D","1990","1993","L","02 OA ob 0353098","07-06-1993 00:00:00","80","","MIGRASI","01-05-2015 01:43:29",
"01051278041368","01","2","2000","UMUM","BANDUNG","2","D","1992","1994","L","No.02OA ob 0281514","06-06-1994 00:00:00","78","","MIGRASI","01-05-2015 01:43:29",
"01051279041364","01","3","2BE0","MEKANIK OTOMOTIF","BANDUNG","2","D","1995","1997","L","02 OB og 226 004797","05-06-1997 00:00:00","65","B","MIGRASI","01-05-2015 01:43:29",
"01051279041364","02","7","7000","TEKNIK MESIN","BANDUNG","0","D","1997","2004","L","No.7673/UNJANI/II/03","27-11-2004 00:00:00","2,56","B","MIGRASI","01-05-2015 01:43:29",
"01051280041365","01","3","3AG0","IPA","BANDUNG","2","D","1997","1999","L","02 Mu 102 0081293","31-05-1999 00:00:00","67","","MIGRASI","01-05-2015 01:43:29",
"01051280041366","01","2","2000","UMUM","BANDUNG","2","D","1994","1996","L","02 OA ob 0285055","01-06-1996 00:00:00","70","","MIGRASI","01-05-2015 01:43:29",
"01051281041367","01","2","2000","UMUM","BANDUNG","2","D","1995","1997","L","02 OA oe 0210970","10-06-1997 00:00:00","73","","MIGRASI","01-05-2015 01:43:29",
"01051281041372","01","2","2000","UMUM","BANDUNG","2","D","1993","1996","L","02 OA ob 0285289","01-06-1996 00:00:00","75","","MIGRASI","01-05-2015 01:43:29",
"01051281041374","01","2","2000","UMUM","BANDUNG","2","D","1994","1997","L","02 OA oe 0210871","10-03-1997 00:00:00","86","","MIGRASI","01-05-2015 01:43:29",
"01051283041370","01","3","3BD0","TEKNIK MESIN","BANDUNG","0","D","2000","2003","L","DN-02 Mk 0168363","09-06-2003 00:00:00","76,45","","MIGRASI","01-05-2015 01:43:29",
"01051284041369","01","3","3BD0","TEKNIK MESIN","BANDUNG","0","D","2000","2003","L","DN-02 Mk 0161004","09-06-2003 00:00:00","0","","MIGRASI","01-05-2015 01:43:29",
"01070579040104","01","7","7000","TEKNIK","YOGYAKARTA","0","D","1999","2004","L","04/II/21/014","24-01-2004 00:00:00","0","","MIGRASI","01-05-2015 01:43:29",
"01078365021788","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"02017860015929","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01027860016048","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01027860016077","001","","1A00","SD/SR","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01027860022710","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01027960017517","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028057024878","001","","3A00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028064024888","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028161020728","001","","1A00","SD/SR","BVANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028364021662","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028462022289","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028560024856","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028560024858","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028561024859","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028561024861","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028561024862","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028561024863","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028561024864","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028562024866","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028562024867","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028562024868","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024869","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024870","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024871","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024872","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024873","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024874","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028563024875","001","","2Z00","UPT SLTP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024876","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024879","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024880","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024881","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024882","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024883","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028564024884","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024885","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024886","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024887","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024889","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024890","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024892","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024893","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024895","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028565024896","001","","3A00","UPT SLTA","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
