"kodeunit","tgltran","nobukti","noaktiva","kdafd","kdbud","kelompok","norek","tglbeli","nmaktiva","kelompokaset","tarifpct","jmlunit","satuan","sawalp","auditp","rcp","hapusp","rekp","kbnp","murnip","sawals","audits","rcs","hapuss","kbns","reks","murnis","stopr","thntnm","kondisi",
"14","30-09-2016 00:00:00","SST201609-00001","1400800069","14","02","008","008010000","25-02-2013 00:00:00","MESIN PETIK RG 8 AFD. LODAYA","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1216666,66666667","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800076","14","02","008","008010000","17-07-2013 00:00:00","MESIN SKIPING AFD. LODAYA","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","483333,333333333","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800087","14","02","008","008010000","14-03-2014 00:00:00","MESIN PETIK MERK.KAWASAKI","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","4640000","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800083","12","02","008","008010000","15-02-2014 00:00:00","MESIN PETIK KAWASAKI","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","658333,333333333","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800086","12","02","008","008010000","14-03-2014 00:00:00","MESIN PETIK MERK.KAWASAKI","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1160000","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800090","12","02","008","008010000","06-05-2014 00:00:00","MESIN PETIK KAWASAKI + MESIN PERATA","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1141666,66666667","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800094","12","02","008","008010000","14-07-2014 00:00:00","MESIN PETIK KAWASAKI ( DUA )","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1160000","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800098","12","02","008","008010000","23-08-2014 00:00:00","MESIN PERATA TEH ( SKIPING ) AFD.SAN","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1063333,33333333","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400800103","12","02","008","008010000","19-03-2015 00:00:00","MESIN PETIK KAWASAKI AFD.SAN","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1740000","","","0",
"14","31-08-2016 00:00:00","SST201608-00001","1400800088","10","02","008","008010000","11-04-2014 00:00:00","MESIN TRIMING","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","476666,666666667","","","0",
"14","31-08-2016 00:00:00","SST201608-00001","1400800089","10","02","008","008010000","06-05-2014 00:00:00","MESIN PETIK KAWASAKI","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","658333,333333333","","","0",
"14","31-08-2016 00:00:00","SST201608-00001","1400800092","10","02","008","008010000","14-07-2014 00:00:00","MESIN PETIK KAWASAKI ( DUA )","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1160000","","","0",
"14","31-08-2016 00:00:00","SST201608-00001","1400800055","30","02","008","008010000","20-09-2011 00:00:00","BELT CONVEYOR + CONVEYOR ALUR","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","603138","","","0",
"14","31-08-2016 00:00:00","KBN201608-00001","1400500144","30","02","005","005010000","01-01-1990 00:00:00","Conveyor Crusher","05","5","1","UNIT","0","0","0","0","0","11449510","0","0","0","0","0","11449509","0","0","","","0",
"14","31-08-2016 00:00:00","KBN201608-00001","1400500145","30","02","005","005010000","01-01-1990 00:00:00","Hot Air Ducting","05","5","1","UNIT","0","0","0","0","0","1500156","0","0","0","0","0","1500155","0","0","","","0",
"14","30-09-2016 00:00:00","SST201609-00001","1400300049","02","02","003","003030000","01-06-2010 00:00:00","BGN RMH KARY.SUKATINGAL 12 X 8 M SKT","01","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","41365,1416666667","","","0",
"14","30-09-2016 00:00:00","ADT201609-00001","1400300030","02","02","003","003030000","01-06-2010 00:00:00","BGN RMH KARY.SANTOSA 10 X 8 M SOLEH","01","0","0","UNIT","0","0","0","0","0","0","0","0","77177","-77177","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500032","02","02","005","005010000","01-01-1975 00:00:00","CONVEYOR RV15","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500033","02","02","005","005010000","01-01-1975 00:00:00","CONVEYOR RRB","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500034","02","02","005","005010000","01-01-1975 00:00:00","DRIER","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500035","02","02","005","005010000","01-01-1975 00:00:00","ROTOR VANE RV 15","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500036","02","02","005","005010000","01-01-1975 00:00:00","RRB","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500037","02","02","005","005010000","01-01-1976 00:00:00","FAN","05","0","0","UNIT","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500038","02","02","005","005010000","01-01-1976 00:00:00","CONVEYOR CHIOTA","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500038","02","02","005","005010000","01-01-1976 00:00:00","CONVEYOR CHIOTA","05","0","0","UNIT","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500039","02","02","005","005010000","01-01-1976 00:00:00","HUMIDIFIER","05","0","0","UNIT","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500040","02","02","005","005010000","01-01-1976 00:00:00","HUMIDIFIER","05","0","0","UNIT","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500041","02","02","005","005010000","01-01-1978 00:00:00","TROUGHT","05","0","0","UNIT","0","0","0","0","0","0","0","0","15","-15","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500126","02","02","005","005020000","01-01-1978 00:00:00","PANEL LAYUAN","05","0","0","UNIT","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500042","02","02","005","005010000","01-01-1979 00:00:00","TROUGHT","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500127","02","02","005","005020000","01-01-1979 00:00:00","ELECKTROMOTOR POMPA AIR","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500128","02","02","005","005020000","01-01-1979 00:00:00","KABLE TEGANGAN TINGGI","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500043","02","02","005","005010000","01-01-1979 00:00:00","HUMIDIFIER","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500129","02","02","005","005020000","01-01-1979 00:00:00","POMPA AIR PLTD","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500044","02","02","005","005010000","01-01-1979 00:00:00","FAN","05","0","0","UNIT","0","0","0","0","0","0","0","0","15","-15","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500045","02","02","005","005010000","01-01-1981 00:00:00","MONOREL","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500046","02","02","005","005010000","01-01-1981 00:00:00","ROTORVANE","05","0","0","UNIT","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500047","02","02","005","005010000","01-01-1982 00:00:00","FAN","05","0","0","UNIT","0","0","0","0","0","0","0","0","35","-35","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500130","02","02","005","005020000","01-01-1982 00:00:00","PANEL BENGKEL","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500131","02","02","005","005020000","01-01-1982 00:00:00","PANEL INDUK","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-09-2016 00:00:00","ADT201609-00002","1400500132","02","02","005","005020000","01-01-1982 00:00:00","PANEL PENGERINGAN","05","0","0","UNIT","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100004","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","64839,37","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100005","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","37606,8533333333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100006","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","20883,78","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100040","02","02","001","001000000","01-01-2016 00:00:00","TM Teh Tahun 2016","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","8905309,17666667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100038","11","02","001","001000000","01-01-2015 00:00:00","TM Teh Tahun 2015","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","3055285,80833333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100039","12","02","001","001000000","01-01-2015 00:00:00","TM Teh Tahun 2015","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","2073877,61166667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100037","14","02","001","001000000","01-01-2015 00:00:00","TM Teh Tahun 2015","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","5828589,93833333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100041","15","36","001","001000000","01-01-2016 00:00:00","TM KOPI Tahun 2016","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","5200087,375","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100031","02","02","001","001000000","01-01-2004 00:00:00","TM Teh Tahun 2004","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","5196505,585","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100032","02","02","001","001000000","01-01-2001 00:00:00","TM Teh Tahun 2001","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1942309,02833333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100033","02","02","001","001000000","01-01-2009 00:00:00","TM Teh Tahun 2009","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","5848835,48333333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100034","02","02","001","001000000","01-01-2012 00:00:00","TM Teh Tahun 2012","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","2869077,11","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100035","02","02","001","001000000","01-01-2013 00:00:00","TM Teh Tahun 2013","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","10367894,3866667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100036","02","02","001","001000000","01-01-2014 00:00:00","TM Teh Tahun 2014","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","9450014,03833333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100025","02","02","001","001000000","01-01-1991 00:00:00","TM Teh Tahun 1991","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","648423,131666667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100026","02","02","001","001000000","01-01-1994 00:00:00","TM Teh Tahun 1994","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1154830,69333333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100027","02","02","001","001000000","01-01-1997 00:00:00","TM Teh Tahun 1997","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","2187113,8","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100028","02","02","001","001000000","01-01-2002 00:00:00","TM Teh Tahun 2002","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1123160,945","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100029","02","02","001","001000000","01-01-2003 00:00:00","TM Teh Tahun 2003","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","24140,3933333333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100030","02","02","001","001000000","01-01-2004 00:00:00","TM Teh Tahun 2004","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1073571,28666667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100019","02","02","001","001000000","01-01-1984 00:00:00","TM Teh Tahun 1984","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","45853,0866666667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100020","02","02","001","001000000","01-01-1985 00:00:00","TM Teh Tahun 1985","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","886075,361666667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100021","02","02","001","001000000","01-01-1986 00:00:00","TM Teh Tahun 1986","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","21981,1183333333","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100022","02","02","001","001000000","01-01-1988 00:00:00","TM Teh Tahun 1988","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","141813,67","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100023","02","02","001","001000000","01-01-1989 00:00:00","TM Teh Tahun 1989","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","117528,076666667","","","0",
"14","30-11-2016 00:00:00","SST201611-00001","1400100024","02","02","001","001000000","01-01-1991 00:00:00","TM Teh Tahun 1991","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1699653,76333333","","","0",
