"KodeUnit","KT","NoBuku","No_Ver","Tgl_Ver","NoInput","Tanggal","RekKB",
"14","KK","00026","KAS201612-V00026","14-12-2016 00:00:00","KAS201612-00026","14-12-2016 00:00:00","100000000",
"14","BK","00003","BBD201612-V00003","08-12-2016 00:00:00","BBD201612-00003","08-12-2016 00:00:00","110000001",
"14","BK","00004","BBD201612-V00004","08-12-2016 00:00:00","BBD201612-00004","08-12-2016 00:00:00","110000001",
"14","BK","00005","BBD201612-V00005","08-12-2016 00:00:00","BBD201612-00005","08-12-2016 00:00:00","110000001",
"14","BK","00006","BBD201612-V00006","08-12-2016 00:00:00","BBD201612-00006","08-12-2016 00:00:00","110000001",
"14","BK","00007","BBD201612-V00007","08-12-2016 00:00:00","BBD201612-00007","08-12-2016 00:00:00","110000001",
"14","BK","00009","BBD201612-V00009","09-12-2016 00:00:00","BBD201612-00009","09-12-2016 00:00:00","110000001",
"14","BK","00010","BBD201612-V00010","09-12-2016 00:00:00","BBD201612-00010","09-12-2016 00:00:00","110000001",
"14","BK","00011","BBD201612-V00011","09-12-2016 00:00:00","BBD201612-00011","09-12-2016 00:00:00","110000001",
"14","BK","00013","BBD201612-V00013","19-12-2016 00:00:00","BBD201612-00013","19-12-2016 00:00:00","110000001",
"14","BK","00014","BBD201612-V00014","19-12-2016 00:00:00","BBD201612-00014","19-12-2016 00:00:00","110000001",
"14","BK","00015","BBD201612-V00015","19-12-2016 00:00:00","BBD201612-00015","19-12-2016 00:00:00","110000001",
"14","BK","00016","BBD201612-V00016","19-12-2016 00:00:00","BBD201612-00016","19-12-2016 00:00:00","110000001",
"14","BK","00017","BBD201612-V00017","19-12-2016 00:00:00","BBD201612-00017","19-12-2016 00:00:00","110000001",
"14","BK","00019","BBD201612-V00019","27-12-2016 00:00:00","BBD201612-00019","27-12-2016 00:00:00","110000001",
"14","BK","00020","BBD201612-V00020","27-12-2016 00:00:00","BBD201612-00020","27-12-2016 00:00:00","110000001",
"14","BK","00021","BBD201612-V00021","27-12-2016 00:00:00","BBD201612-00021","27-12-2016 00:00:00","110000001",
"14","KT","00001","KAS201612-V00001","08-12-2016 00:00:00","KAS201612-00001","08-12-2016 00:00:00","100000000",
"14","KT","00029","KAS201612-V00029","30-12-2016 00:00:00","KAS201612-00029","30-12-2016 00:00:00","100000000",
"14","KT","00037","KAS201612-V00037","31-12-2016 00:00:00","KAS201612-00037","31-12-2016 00:00:00","100000000",
"14","KK","00027","KAS201612-V00027","14-12-2016 00:00:00","KAS201612-00027","14-12-2016 00:00:00","100000000",
"14","KK","00028","KAS201612-V00028","19-12-2016 00:00:00","KAS201612-00028","19-12-2016 00:00:00","100000000",
"14","KK","00030","KAS201612-V00030","30-12-2016 00:00:00","KAS201612-00030","30-12-2016 00:00:00","100000000",
"14","KK","00031","KAS201612-V00031","30-12-2016 00:00:00","KAS201612-00031","30-12-2016 00:00:00","100000000",
"14","KK","00032","KAS201612-V00032","30-12-2016 00:00:00","KAS201612-00032","30-12-2016 00:00:00","100000000",
"14","KK","00033","KAS201612-V00033","30-12-2016 00:00:00","KAS201612-00033","30-12-2016 00:00:00","100000000",
"14","KK","00034","KAS201612-V00034","31-12-2016 00:00:00","KAS201612-00034","31-12-2016 00:00:00","100000000",
"14","KK","00035","KAS201612-V00035","31-12-2016 00:00:00","KAS201612-00035","31-12-2016 00:00:00","100000000",
"14","KK","00036","KAS201612-V00036","31-12-2016 00:00:00","KAS201612-00036","31-12-2016 00:00:00","100000000",
"14","BK","00022","BBD201612-V00022","27-12-2016 00:00:00","BBD201612-00022","27-12-2016 00:00:00","110000001",
"14","BK","00023","BBD201612-V00023","27-12-2016 00:00:00","BBD201612-00023","27-12-2016 00:00:00","110000001",
"14","BK","00024","BBD201612-V00024","27-12-2016 00:00:00","BBD201612-00024","27-12-2016 00:00:00","110000001",
"14","BK","00027","BBD201612-V00027","30-12-2016 00:00:00","BBD201612-00027","30-12-2016 00:00:00","110000001",
"14","BK","00028","BBD201612-V00028","30-12-2016 00:00:00","BBD201612-00028","30-12-2016 00:00:00","110000001",
"14","BK","00029","BBD201612-V00029","30-12-2016 00:00:00","BBD201612-00029","30-12-2016 00:00:00","110000001",
"14","BK","00030","BBD201612-V00030","30-12-2016 00:00:00","BBD201612-00030","30-12-2016 00:00:00","110000001",
"14","BK","00031","BBD201612-V31","30-12-2016 00:00:00","BBD201612-00031","30-12-2016 00:00:00","110000001",
"14","BK","00033","BBD201612-V33","31-12-2016 00:00:00","BBD201612-00033","31-12-2016 00:00:00","110000001",
