"KodeUnit","Tanggal","NoBukti","NoInput","KodeBudidaya","KodeAfdeling","Norek","KodeBarang","Netral","kdblok","KodeUnsur","Uraian","Jml_fisik","Debet","Kredit","Aplikasi",
"14","26-12-2016 00:00:00","A58201612-V00361","A58201612-00361","02","11","601050200","00202133","2011","2600","B","Pemakaian 7 VINO 640 SL Utk.Afdeling/Bagian Afdeling Talun","7","278586,86825054","0","TUP",
"14","24-12-2016 00:00:00","A58201612-V00345","A58201612-00345","02","11","601050200","00202133","1974","2200","B","Pemakaian 4 VINO 640 SL Utk.Afdeling/Bagian Afdeling Talun","4","159192,49738381","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00129","A58201612-00129","02","11","601050200","00202133","1999","0200","B","Pemakaian 23 VINO 640 SL Utk.Afdeling/Bagian Afdeling Talun","23","915356,860165119","0","TUP",
"14","17-12-2016 00:00:00","A58201612-V00206","A58201612-00206","02","14","601050200","00202133","1991","0100","B","Pemakaian 1.5 VINO 640 SL Utk.Afdeling/Bagian Afdeling Lodaya","1,5","59697,1861063465","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00152","A58201612-00152","02","10","601050200","00202133","1991","0500","B","Pemakaian 24 VINO 640 SL Utk.Afdeling/Bagian Afdeling Sukatingal","24","955154,979222163","0","TUP",
"14","17-12-2016 00:00:00","A58201612-V00206","A58201612-00206","02","14","601050200","00202133","2005","2700","B","Pemakaian 1 VINO 640 SL Utk.Afdeling/Bagian Afdeling Lodaya","1","39798,1240708977","0","TUP",
"14","22-12-2016 00:00:00","A58201612-V00300","A58201612-00300","02","10","601050200","00202133","1977","1000","B","Pemakaian 3 VINO 640 SL Utk.Afdeling/Bagian Afdeling Sukatingal","3","119394,372637264","0","TUP",
"14","22-12-2016 00:00:00","A58201612-V00300","A58201612-00300","02","10","601050200","00202133","2005","1800","B","Pemakaian 5 VINO 640 SL Utk.Afdeling/Bagian Afdeling Sukatingal","5","198990,621062106","0","TUP",
"14","23-12-2016 00:00:00","A58201612-V00318","A58201612-00318","02","12","601050200","00202133","1990","0500","B","Pemakaian 11 VINO 640 SL Utk.Afdeling/Bagian Afdeling Santosa","11","437779,366294845","0","TUP",
"14","20-12-2016 00:00:00","A58201612-V00249","A58201612-00249","02","10","601060104","00202216","2000","1600","B","Pemakaian 0.9 POKSINDO 200 EC Utk.Afdeling/Bagian Afdeling Sukatingal","0,9","78541,9432120674","0","TUP",
"14","23-12-2016 00:00:00","A58201612-V00313","A58201612-00313","02","10","601060104","00202216","2005","2000","B","Pemakaian 0.6 POKSINDO 200 EC Utk.Afdeling/Bagian Afdeling Sukatingal","0,6","52361,2952210808","0","TUP",
"14","26-12-2016 00:00:00","A58201612-V00366","A58201612-00366","02","14","601060104","00202216","2012","3500","B","Pemakaian 0.2 POKSINDO 200 EC Utk.Afdeling/Bagian Afdeling Lodaya","0,2","17453,7655151787","0","TUP",
"14","09-12-2016 00:00:00","A58201612-V00094","A58201612-00094","02","02","196090000","00301003","","","B","Pemakaian 2000 PREMIUM Utk.Afdeling/Bagian Administrasi","2000","12609209,3963122","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00171","A58201612-00171","02","30","200070000","00301003","D821PN","","B","Pemakaian 1 PREMIUM Utk.Afdeling/Bagian Teknik","1","6304,60482410144","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00171","A58201612-00171","02","30","406010000","00301003","","","B","Pemakaian 1 PREMIUM Utk.Afdeling/Bagian Teknik","1","6304,60482410144","0","TUP",
"14","18-12-2016 00:00:00","A58201612-V00219","A58201612-00219","02","30","406010000","00301003","","","B","Pemakaian 2 PREMIUM Utk.Afdeling/Bagian Teknik","2","12609,2091455465","0","TUP",
"14","21-12-2016 00:00:00","A58201612-V00276","A58201612-00276","02","02","196090000","00301003","","","B","Pemakaian 2000 PREMIUM Utk.Afdeling/Bagian Administrasi","2000","12609209,2786458","0","TUP",
"14","07-12-2016 00:00:00","A58201612-V00066","A58201612-00066","02","30","406010000","00301003","","","B","Pemakaian 2 PREMIUM Utk.Afdeling/Bagian Teknik","2","12609,2093149727","0","TUP",
"14","23-12-2016 00:00:00","A58201612-V00326","A58201612-00326","02","30","603080000","00301003","0200","","B","Pemakaian 5 PREMIUM Utk.Afdeling/Bagian Teknik","5","34365,4028358865","0","TUP",
"14","21-12-2016 00:00:00","A58201612-V00265","A58201612-00265","02","11","602130000","00301007","","1600","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","25","184491,949699054","0","TUP",
"14","01-12-2016 00:00:00","A58201612-V00005","A58201612-00005","02","10","602130000","00301007","","2000","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","219983,709677419","0","TUP",
"14","21-12-2016 00:00:00","A58201612-V00266","A58201612-00266","02","11","601070500","00301007","2011","1900","B","Pemakaian 10 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","10","73796,7804024497","0","TUP",
"14","21-12-2016 00:00:00","A58201612-V00263","A58201612-00263","02","10","601070500","00301007","1978","0900","B","Pemakaian 6 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","6","44278,0695433599","0","TUP",
"14","20-12-2016 00:00:00","A58201612-V00255","A58201612-00255","02","14","602130000","00301007","","0600","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","30","221297,840236686","0","TUP",
"14","20-12-2016 00:00:00","A58201612-V00255","A58201612-00255","02","14","602130000","00301007","","3500","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","15","110648,920118343","0","TUP",
"14","30-12-2016 00:00:00","A58201612-V00443","A58201612-00443","02","12","601080200","00301007","1990","1700","B","Pemakaian 3 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Santosa","3","22139,0352","0","TUP",
"14","30-12-2016 00:00:00","A58201612-V00444","A58201612-00444","02","14","602130000","00301007","","3100","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","30","221390,320945946","0","TUP",
"14","30-12-2016 00:00:00","A58201612-V00444","A58201612-00444","02","14","602130000","00301007","","0700","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","15","110695,160472973","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00178","A58201612-00178","02","10","601070500","00301007","2005","1800","B","Pemakaian 4 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","4","29506,3811764706","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00179","A58201612-00179","02","11","601070500","00301007","2000","2400","B","Pemakaian 5 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","5","36882,9746835443","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00179","A58201612-00179","02","11","601070500","00301007","2011","2600","B","Pemakaian 5 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","5","36882,9746835443","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00180","A58201612-00180","02","11","602130000","00301007","","2700","B","Pemakaian 16 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","16","118025,518341308","0","TUP",
"14","27-12-2016 00:00:00","A58201612-V00376","A58201612-00376","02","11","602130000","00301007","","1600","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","25","184491,953578337","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00169","A58201612-00169","02","14","602130000","00301007","","0600","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","30","221297,847826087","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00169","A58201612-00169","02","14","602130000","00301007","","1200","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","15","110648,923913043","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00176","A58201612-00176","02","10","602130000","00301007","","1300","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","221297,865168539","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00176","A58201612-00176","02","10","602130000","00301007","","2100","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","25","184414,887640449","0","TUP",
"14","16-12-2016 00:00:00","A58201612-V00177","A58201612-00177","02","10","601060201","00301007","1999","2500","B","Pemakaian 3 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","3","22129,7859375","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00148","A58201612-00148","02","14","602130000","00301007","","3200","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","30","221297,856716418","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00148","A58201612-00148","02","14","602130000","00301007","","1200","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","15","110648,928358209","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00160","A58201612-00160","02","10","602130000","00301007","","2100","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","25","184414,870550162","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00161","A58201612-00161","02","10","601070500","00301007","2012","2300","B","Pemakaian 11 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","11","81142,5483221476","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00166","A58201612-00166","02","12","601070500","00301007","1973","1200","B","Pemakaian 9 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Santosa","9","66389,355","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00168","A58201612-00168","02","14","601070500","00301007","2011","3200","B","Pemakaian 11 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","11","81142,5478073329","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00160","A58201612-00160","02","10","602130000","00301007","","1300","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","221297,844660194","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00162","A58201612-00162","02","11","602130000","00301007","","2500","B","Pemakaian 16 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","16","118025,519945909","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00162","A58201612-00162","02","11","602130000","00301007","","1700","B","Pemakaian 22 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","22","162285,089925625","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00163","A58201612-00163","02","11","601060201","00301007","1989","0800","B","Pemakaian 7 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","7","51636,1679389313","0","TUP",
"14","27-12-2016 00:00:00","A58201612-V00375","A58201612-00375","02","10","601060201","00301007","2005","1800","B","Pemakaian 9 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","9","66417,1025739531","0","TUP",
"14","27-12-2016 00:00:00","A58201612-V00376","A58201612-00376","02","11","602130000","00301007","","1800","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","15","110695,172147002","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00139","A58201612-00139","02","10","601070500","00301007","1977","1000","B","Pemakaian 10 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","10","73765,9509202454","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00139","A58201612-00139","02","10","601070500","00301007","1999","1100","B","Pemakaian 2 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","2","14753,1901840491","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00140","A58201612-00140","02","10","602130000","00301007","","2000","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","221297,855377009","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00140","A58201612-00140","02","10","602130000","00301007","","2300","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","25","184414,879480841","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00143","A58201612-00143","02","11","601070500","00301007","1983","1000","B","Pemakaian 7 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","7","51636,1650671785","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00145","A58201612-00145","02","12","601060201","00301007","1974","1500","B","Pemakaian 7 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Santosa","7","51636,1677233429","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00118","A58201612-00118","02","10","601060201","00301007","1999","2500","B","Pemakaian 5 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","5","36882,9755976096","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00119","A58201612-00119","02","10","601070500","00301007","2005","1800","B","Pemakaian 17 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","17","125402,116824763","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00120","A58201612-00120","02","10","602130000","00301007","","2000","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","221297,854984894","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00120","A58201612-00120","02","10","602130000","00301007","","2300","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","25","184414,879154079","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00125","A58201612-00125","02","14","602130000","00301007","","0600","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","30","221297,850162866","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00125","A58201612-00125","02","14","602130000","00301007","","1200","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","15","110648,925081433","0","TUP",
"14","09-12-2016 00:00:00","A58201612-V00089","A58201612-00089","02","10","602130000","00301007","","2000","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","219983,674698795","0","TUP",
"14","09-12-2016 00:00:00","A58201612-V00089","A58201612-00089","02","10","602130000","00301007","","2300","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","25","183319,728915663","0","TUP",
"14","10-12-2016 00:00:00","A58201612-V00105","A58201612-00105","02","10","601070500","00301007","1977","1000","B","Pemakaian 10 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","10","73765,9527255186","0","TUP",
"14","10-12-2016 00:00:00","A58201612-V00106","A58201612-00106","02","10","602130000","00301007","","1500","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","30","221297,857489094","0","TUP",
"14","10-12-2016 00:00:00","A58201612-V00106","A58201612-00106","02","10","602130000","00301007","","2300","B","Pemakaian 25 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","25","184414,881240911","0","TUP",
"14","15-12-2016 00:00:00","A58201612-V00170","A58201612-00170","36","15","042070400","00301007","2013","1600","B","Pemakaian 7 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Cikembang","7","51636,1675257732","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00124","A58201612-00124","02","12","602130000","00301007","","2900","B","Pemakaian 5 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Santosa","5","36882,9744136461","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00124","A58201612-00124","02","12","601080200","00301007","2001","1800","B","Pemakaian 4 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Santosa","4","29506,3795309168","0","TUP",
"14","14-12-2016 00:00:00","A58201612-V00143","A58201612-00143","02","11","601070500","00301007","1981","1100","B","Pemakaian 4 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","4","29506,3800383877","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00126","A58201612-00126","02","14","601070500","00301007","2000","1900","B","Pemakaian 13 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","13","95895,73344463","0","TUP",
"14","27-12-2016 00:00:00","A58201612-V00382","A58201612-00382","02","14","602130000","00301007","","1100","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","15","110695,169385194","0","TUP",
"14","09-12-2016 00:00:00","A58201612-V00087","A58201612-00087","02","10","601070500","00301007","1991","1300","B","Pemakaian 10 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Sukatingal","10","73327,9083094556","0","TUP",
"14","27-12-2016 00:00:00","A58201612-V00382","A58201612-00382","02","14","602130000","00301007","","0200","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Lodaya","30","221390,338770389","0","TUP",
"14","13-12-2016 00:00:00","A58201612-V00121","A58201612-00121","02","11","602130000","00301007","","2400","B","Pemakaian 16 PREMIUM 2 TAX Utk.Afdeling/Bagian Afdeling Talun","16","118025,520455722","0","TUP",
