"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","026010000","","","","JALAN","","D","109564617","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","026010000","","","","JALAN","","D","2000495","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","21","02","026010000","","","","JALAN","","D","59885132","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","026020000","","","","JEMBATAN","","D","4001638","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","026020000","","","","JEMBATAN","","D","18294780","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","026020000","","","","JEMBATAN","","D","19923883","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","026020000","","","","JEMBATAN","","D","60524124","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","026030000","","","","SALURAN AIR","","D","2000495","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","026030000","","","","SALURAN AIR","","D","47696544","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","026030000","","","","SALURAN AIR","","D","4838006","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","21","02","026030000","","","","SALURAN AIR","","D","32552083","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","30","02","027020000","","","","KENDARAAN TRUK","","D","344952128","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","058022001","","","","BIAYA TAHUN LALU","","D","13463788,78","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","058022001","022010/02","","","BIAYA TAHUN LALU","","D","44688285","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","058022001","022010/02","","","BIAYA TAHUN LALU","","D","37331336","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","29","058022001","292011/02","","","BIAYA TAHUN LALU","","D","7629187","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","29","058022001","292011/02","","","BIAYA TAHUN LALU","","D","2770811","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","29","058022001","292011/02","","","BIAYA TAHUN LALU","","D","2863539","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","29","058022001","292012/02","","","BIAYA TAHUN LALU","","D","1912787","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","29","058022001","292014/04","","","BIAYA TAHUN LALU","","D","8912754,98","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","058032001","","","","BIAYA TAHUN LALU","","D","14475809,96","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","058032001","022010/02","","","BIAYA TAHUN LALU","","D","33809145,16","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","058032001","","","","BIAYA TAHUN LALU","","D","18650019,3","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","058032001","022010/02","","","BIAYA TAHUN LALU","","D","28558742","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","058032001","","","","BIAYA TAHUN LALU","","D","2917707,25","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","058032001","022010/02","","","BIAYA TAHUN LALU","","D","1843645,09","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","058032001","","","","BIAYA TAHUN LALU","","D","26836587","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","058032001","022010/02","","","BIAYA TAHUN LALU","","D","7263090,27","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","058032001","","","","BIAYA TAHUN LALU","","D","908056,8","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","058032001","2011","","","BIAYA TAHUN LALU","","D","832009","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","02","080010300","","","","PENGISARAN KREDIT RC","","D","385993776853","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","20","02","080020900","","","","UNIT KANTOR DIREKSI","","D","6005975,74545952","8000","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","20","02","080020900","0200","","","UNIT KANTOR DIREKSI","","D","1019190,09500352","4000","CLOSING","30-04-2019 15:49:50","01",
