"Kodeunit","kdbeli","nofaktur","tglfaktur","tglkembali","jmlpak","jmlkg","nilai","mutasi","nilaibayar","Batal",
"29","L00041","FAK201904V00284","25/04/2019 0:00:00","25/04/2019 0:00:00","288","13,92","2071660,8","0","0","",
"29","L07264","FAK201901V00002","09/01/2019 0:00:00","02/04/2019 0:00:00","8740","937","41036600","0","0","",
"29","L07264","FAK201812V01145","19/12/2018 0:00:00","27/12/2019 0:00:00","3400","580","24464000","0","0","",
"29","L07215","FAK201801V00024","16/01/2018 0:00:00","01/03/2018 0:00:00","9496","989,2","43879352","0","0","",
"29","L00039","FAK201808V00668","21/08/2018 0:00:00","03/09/2018 0:00:00","2112","112,32","14281872","0","0","",
"29","L00039","FAK201807V00495","13/07/2018 0:00:00","27/07/2018 0:00:00","2160","99,6","14889600","0","0","",
"29","L07264","FAK201811V01072","27/11/2018 0:00:00","30/11/2018 0:00:00","2080","496","21583760","0","0","",
"29","L07264","FAK201810V00940","24/10/2018 0:00:00","07/11/2018 0:00:00","3760","616","26048000","0","0","",
"29","L07218","FAK201810V00875","09/10/2018 0:00:00","15/10/2018 0:00:00","24000","1200","122499960","0","0","",
"29","L07018","FAK201801V00008","11/01/2018 0:00:00","11/02/2018 0:00:00","4000","7,2","3273996","0","0","",
"29","L07265","FAK201805V00251","03/05/2018 0:00:00","08/05/2018 0:00:00","200","200","7999998,6","0","0","",
"29","L07264","FAK201809V00790","24/09/2018 0:00:00","07/11/2018 0:00:00","9820","942,04","54080840","0","0","",
"29","L00041","FAK201903V00151","31/03/2019 0:00:00","31/03/2019 0:00:00","384","19,2","2154240","0","0","",
"29","L00041","FAK201901V00050","31/01/2019 0:00:00","27/03/2019 0:00:00","336","16,8","1441440","0","0","",
"29","L07264","FAK201808V00589","08/08/2018 0:00:00","07/11/2018 0:00:00","1344","52,8","8131200","0","0","",
"29","L00039","FAK201807V00496","13/07/2018 0:00:00","27/07/2018 0:00:00","48","9,6","503976","0","0","",
"29","L00039","FAK201805V00302","16/05/2018 0:00:00","20/05/2018 0:00:00","2256","105,12","14514080","0","0","",
"29","L00039","FAK201805V00287","09/05/2018 0:00:00","15/05/2018 0:00:00","144","28,8","1511928","0","0","",
"29","L00039","FAK201805V00288","09/05/2018 0:00:00","15/05/2018 0:00:00","96","4,8","918720","0","0","",
"29","L00041","FAK201810V00964","31/10/2018 0:00:00","07/11/2018 0:00:00","336","16,32","1948320","0","0","",
"29","L00041","FAK201809V00811","27/09/2018 0:00:00","26/10/2018 0:00:00","384","18,48","2407680","0","0","",
"29","L07189","FAK201908V00627","21/08/2019 0:00:00","12/09/2019 0:00:00","15600","780","41923200","0","0","",
"29","L07189","FAK201908V00628","21/08/2019 0:00:00","12/09/2019 0:00:00","9600","1320","58080000","0","0","",
"29","L07189","FAK201908V00607","08/08/2019 0:00:00","12/09/2019 0:00:00","10920","906","46168320","0","0","",
"29","L07189","FAK201906V00479","28/06/2019 0:00:00","08/07/2019 0:00:00","22340","1489,4","78736240","0","0","",
"29","L07264","FAK201808V00590","08/08/2018 0:00:00","06/10/2018 0:00:00","5380","679","29037800","0","0","",
"29","L07189","FAK201906V00462","24/06/2019 0:00:00","08/07/2019 0:00:00","10920","906","46168320","0","0","",
"29","L07264","FAK201806V00441","29/06/2018 0:00:00","02/08/2018 0:00:00","96","4,32","1077120","0","0","",
"29","L07264","FAK201806V00442","29/06/2018 0:00:00","02/08/2018 0:00:00","3632","886,4","37623784","0","0","",
"29","L00053","FAK201812V01146","19/12/2018 0:00:00","17/01/2019 0:00:00","447","21,18","2859412,12","0","0","",
"29","L00053","FAK201810V00944","24/10/2018 0:00:00","26/10/2018 0:00:00","336","15,12","2402400","0","0","",
"29","L00041","FAK201808V00698","31/08/2018 0:00:00","26/10/2018 0:00:00","144","6,96","871200","0","0","",
"29","L07267","FAK201809V00789","24/09/2018 0:00:00","23/10/2018 0:00:00","752","57,68","4832186,84","0","0","",
"29","L07267","FAK201809V00767","19/09/2018 0:00:00","23/10/2018 0:00:00","624","44,64","4379600,26","0","0","",
"29","L07267","FAK201809V00732","12/09/2018 0:00:00","26/09/2018 0:00:00","264","16,32","1914776,99","0","0","",
"29","LO7279","FAK201909V00752","30/09/2019 0:00:00","01/01/1900 0:00:00","6400","748","32146400","0","0","",
"29","L07052","FAK201810V00903","17/10/2018 0:00:00","16/11/2018 0:00:00","192","8,64","3432000","0","0","",
"29","LO7284","FAK201901V00052","31/01/2019 0:00:00","31/01/2019 0:00:00","100","100","3280000","0","0","",
"29","L07052","FAK201808V00697","31/08/2018 0:00:00","26/09/2018 0:00:00","3000","5,4","2375000","0","0","",
"29","L00050","FAK201805V00363","30/05/2018 0:00:00","31/05/2018 0:00:00","1152","11,52","950400","0","950400","",
"29","L07258","FAK201806V00432","26/06/2018 0:00:00","07/11/2018 0:00:00","10200","690","31917600","0","0","",
"29","L07219","FAK201806V00448","30/06/2018 0:00:00","17/07/2018 0:00:00","3360","163,2","18374400","0","0","",
"29","L07219","FAK201806V00449","29/06/2018 0:00:00","17/07/2018 0:00:00","3920","872","36256000","0","0","",
"29","L07219","FAK201805V00355","25/05/2018 0:00:00","30/05/2018 0:00:00","14400","427,2","41738400","0","0","",
"29","L07219","FAK201805V00356","25/05/2018 0:00:00","30/05/2018 0:00:00","2520","258","11180400","0","0","",
"29","L07219","FAK201805V00277","08/05/2018 0:00:00","21/05/2018 0:00:00","2400","120","10296000","0","0","",
"29","L07052","FAK201805V00286","09/05/2018 0:00:00","06/08/2018 0:00:00","5000","9","3905000","0","0","",
"29","L07052","FAK201804V00173","05/04/2018 0:00:00","08/05/2018 0:00:00","5000","9","3805000","0","0","",
"29","L07052","FAK201802V00081","09/02/2018 0:00:00","19/03/2018 0:00:00","3000","5,4","2445000","0","0","",
"29","L00050","FAK201805V00308","17/05/2018 0:00:00","21/05/2018 0:00:00","960","24,24","2777280","0","2777280","",
"29","L00050","FAK201805V00309","17/05/2018 0:00:00","21/05/2018 0:00:00","240","12","2296800","0","2296800","",
"29","L07255","FAK201801V00065","30/01/2018 0:00:00","13/04/2018 0:00:00","1790","88,3","13661681","0","0","",
"29","L00039","FAK201903V00205","28/03/2019 0:00:00","28/03/2019 0:00:00","1344","64,08","9012960","0","0","",
"29","L00039","FAK201902V00056","04/02/2019 0:00:00","27/03/2019 0:00:00","3168","161,04","20897630,08","0","0","",
"29","LO7279","FAK201902V00142","28/02/2019 0:00:00","27/03/2019 0:00:00","3040","472","22721600","0","0","",
"29","LO7279","FAK201901V00051","31/01/2019 0:00:00","27/03/2019 0:00:00","3040","464,8","28846400","0","0","",
"29","LO7279","FAK201901V00010","15/01/2019 0:00:00","27/03/2019 0:00:00","1600","400","16544000","0","0","",
"29","L07143","FAK201812V01114","11/12/2018 0:00:00","21/01/2019 0:00:00","117584","12440,8","546857986,4","0","0","",
"29","L07267","FAK201809V00717","06/09/2018 0:00:00","26/09/2018 0:00:00","1128","72,96","7352599,09","0","0","",
"29","L07267","FAK201809V00716","06/09/2018 0:00:00","26/09/2018 0:00:00","560","48,32","3556066,11","0","0","",
"29","L07267","FAK201808V00679","27/08/2018 0:00:00","26/09/2018 0:00:00","512","38,48","3462824,5","0","0","",
"29","L07267","FAK201808V00597","10/08/2018 0:00:00","27/08/2018 0:00:00","960","60,72","7071680,45","0","0","",
"29","L07143","FAK201812V01115","11/12/2018 0:00:00","12/02/2019 0:00:00","5916","486,84","25309606,08","0","0","",
"29","L07143","FAK201811V01086","29/11/2018 0:00:00","30/11/2018 0:00:00","30400","3340","139862360","0","0","",
"29","L07267","FAK201808V00598","10/08/2018 0:00:00","03/09/2018 0:00:00","624","45,12","3645410","0","0","",
"29","L07143","FAK201811V01041","21/11/2018 0:00:00","30/11/2018 0:00:00","480","22,8","3373920","0","0","",
"29","L07267","FAK201808V00574","03/08/2018 0:00:00","20/08/2018 0:00:00","192","9,12","1565155,72","0","0","",
"29","L07267","FAK201807V00554","27/07/2018 0:00:00","07/08/2018 0:00:00","536","58,4","2812517,81","0","0","",
"29","L07267","FAK201807V00553","27/07/2018 0:00:00","07/08/2018 0:00:00","960","46,08","7325768,73","0","0","",
"29","L07267","FAK201807V00537","24/07/2018 0:00:00","07/08/2018 0:00:00","336","16,32","2324985,05","0","0","",
"29","L00036","FAK201901V00034","25/01/2019 0:00:00","11/03/2019 0:00:00","384","17,28","3674880","0","0","",
"29","L00036","FAK201811V01025","16/11/2018 0:00:00","30/11/2018 0:00:00","336","15,12","3215520","0","0","",
"29","L07267","FAK201807V00538","24/07/2018 0:00:00","07/08/2018 0:00:00","216","21,6","1048863,82","0","0","",
"29","L00036","FAK201809V00849","30/09/2018 0:00:00","07/11/2018 0:00:00","240","10,8","2106720","0","0","",
"29","L07040","FAK201903V00215","28/03/2019 0:00:00","06/05/2019 0:00:00","5500","9,9","3575005,5","0","0","",
"29","L07267","FAK201806V00446","29/06/2018 0:00:00","26/09/2018 0:00:00","1128","54,12","8114217,88","0","0","",
"29","L00036","FAK201808V00690","30/08/2018 0:00:00","06/09/2018 0:00:00","432","19,44","3907200","0","0","",
"29","L07194","FAK201804V00205","19/04/2018 0:00:00","07/05/2018 0:00:00","3600","174","20618400","0","0","",
"29","L07267","FAK201806V00447","29/06/2018 0:00:00","26/09/2018 0:00:00","640","73,6","3527308,02","0","0","",
"29","L07194","FAK201804V00172","05/04/2018 0:00:00","07/05/2018 0:00:00","4280","581,96","32615440","0","0","",
"29","L07040","FAK201811V01066","26/11/2018 0:00:00","30/11/2018 0:00:00","96","4,32","1080671,33","0","0","",
"29","L07194","FAK201803V00156","22/03/2018 0:00:00","12/04/2018 0:00:00","3464","522,44","27087280","0","0","",
"29","L00026","FAK201905V00412","29/05/2019 0:00:00","29/05/2019 0:00:00","768","34,56","6695040","0","0","",
"29","L07040","FAK201810V00898","16/10/2018 0:00:00","16/11/2018 0:00:00","5000","9","3250005","0","0","",
"29","L07040","FAK201808V00599","10/08/2018 0:00:00","04/09/2018 0:00:00","144","6,48","1621075,1","0","0","",
"29","L07040","FAK201805V00330","21/05/2018 0:00:00","04/07/2018 0:00:00","48","2,16","540358,37","0","0","",
"29","L07040","FAK201805V00331","21/05/2018 0:00:00","04/07/2018 0:00:00","96","4,32","1080716,74","0","0","",
"29","L07040","FAK201805V00310","17/05/2018 0:00:00","11/06/2018 0:00:00","3000","5,4","1950003","0","0","",
"29","L07040","FAK201805V00307","17/05/2018 0:00:00","11/06/2018 0:00:00","3000","5,4","1950003","0","0","",
"29","L07085","FAK201807V00494","12/07/2018 0:00:00","17/07/2018 0:00:00","40","40","1600000,16","0","120000","",
"29","L07092","FAK201811V00999","09/11/2018 0:00:00","30/11/2018 0:00:00","1638","21,6","2975039,76","0","0","",
"29","L07092","FAK201808V00700","31/08/2018 0:00:00","30/11/2018 0:00:00","1426","33,6","13671995,72","0","637482","",
"29","L07092","FAK201804V00191","11/04/2018 0:00:00","18/04/2018 0:00:00","144","7,2","1432367,64","0","920718","",
"29","L07092","FAK201804V00189","11/04/2018 0:00:00","18/04/2018 0:00:00","3692","15,54","4581473,61","0","467724","",
"29","L07092","FAK201804V00190","11/04/2018 0:00:00","18/04/2018 0:00:00","252","32,4","3251952","0","1183476","",
"29","L07092","FAK201803V00119","02/03/2018 0:00:00","05/03/2018 0:00:00","2500","4,9","1722501","0","355212","",
"29","L07092","FAK201803V00120","02/03/2018 0:00:00","05/03/2018 0:00:00","192","9,48","2121437,74","0","2121438","",
"29","L07194","FAK201803V00132","08/03/2018 0:00:00","16/03/2018 0:00:00","1600","400","16544000","0","0","",
"29","L07194","FAK201802V00085","09/02/2018 0:00:00","19/03/2018 0:00:00","5584","550,72","46444640","0","0","",
"29","L07194","FAK201802V00084","09/02/2018 0:00:00","13/02/2018 0:00:00","7616","825,92","49265920","0","0","",
"29","L07194","FAK201801V00069","30/01/2018 0:00:00","31/01/2018 0:00:00","2976","527,52","29423328","0","0","",
"29","L07194","FAK201801V00016","16/01/2018 0:00:00","19/01/2018 0:00:00","5920","522,4","43959080","0","0","",
"29","L07262","FAK201810V00891","15/10/2018 0:00:00","07/11/2018 0:00:00","9600","2400","102432000","0","0","",
"29","L07262","FAK201810V00870","08/10/2018 0:00:00","07/11/2018 0:00:00","12160","3040","129747200","0","0","",
"29","L07267","FAK201806V00433","26/06/2018 0:00:00","26/09/2018 0:00:00","1080","52,2","7524498,53","0","0","",
"29","L07106","FAK201810V00969","31/10/2018 0:00:00","07/11/2018 0:00:00","1163","116,96","11653589,57","0","0","",
"29","L00026","FAK201905V00333","27/05/2019 0:00:00","29/05/2019 0:00:00","768","34,56","7416921,6","0","0","",
"29","L00026","FAK201904V00295","29/04/2019 0:00:00","29/04/2019 0:00:00","576","25,92","4920960","0","0","",
"29","L00026","FAK201902V00103","28/02/2019 0:00:00","27/03/2019 0:00:00","432","19,44","3812160","0","0","",
"29","L00026","FAK201812V01167","27/12/2018 0:00:00","25/01/2019 0:00:00","672","10,08","1393920","0","0","",
"29","L07262","FAK201809V00808","26/09/2018 0:00:00","07/11/2018 0:00:00","18656","3368","145837120","0","0","",
"29","L07262","FAK201809V00726","10/09/2018 0:00:00","07/11/2018 0:00:00","27200","4100","200332000","0","0","",
"29","L07262","FAK201808V00625","15/08/2018 0:00:00","07/11/2018 0:00:00","23600","3140","154792000","0","0","",
"29","L07262","FAK201807V00481","05/07/2018 0:00:00","21/08/2018 0:00:00","7200","360","31680000","0","0","",
"29","L07267","FAK201806V00434","26/06/2018 0:00:00","26/09/2018 0:00:00","360","36","1748106,36","0","0","",
"29","L00026","FAK201812V01100","05/12/2018 0:00:00","25/01/2019 0:00:00","432","19,44","3490080","0","0","",
"29","L07071","FAK201810V00931","24/10/2018 0:00:00","17/12/2018 0:00:00","48","2,4","233081,38","0","0","",
"29","L07267","FAK201805V00352","24/05/2018 0:00:00","04/07/2018 0:00:00","888","103,2","4941340,74","0","0","",
"29","L07267","FAK201805V00353","24/05/2018 0:00:00","04/07/2018 0:00:00","1560","74,76","11705966,15","0","0","",
"29","L07071","FAK201810V00932","24/10/2018 0:00:00","17/12/2018 0:00:00","48","2,16","529550,74","0","0","",
"29","L07071","FAK201810V00933","24/10/2018 0:00:00","17/12/2018 0:00:00","132","6,6","345138,95","0","0","",
"29","L07071","FAK201810V00934","24/10/2018 0:00:00","17/12/2018 0:00:00","64","16","749045,44","0","0","",
"29","L07071","FAK201810V00935","24/10/2018 0:00:00","17/12/2018 0:00:00","32","8","374522,72","0","0","",
"29","L07071","FAK201810V00936","24/10/2018 0:00:00","19/12/2019 0:00:00","132","6,6","345138,95","0","0","",
"29","L00026","FAK201809V00766","19/09/2018 0:00:00","26/09/2018 0:00:00","474","26,28","4508955","0","0","",
"29","L07267","FAK201805V00327","21/05/2018 0:00:00","25/06/2018 0:00:00","1056","52,8","4999640,82","0","0","",
"29","L07106","FAK201810V00965","31/10/2018 0:00:00","07/11/2018 0:00:00","370","33,595","3665886,42","0","3665886","",
"29","L07267","FAK201805V00328","21/05/2018 0:00:00","25/06/2018 0:00:00","936","93,6","4545076,54","0","0","",
"29","L07267","FAK201805V00329","21/05/2018 0:00:00","25/08/2018 0:00:00","1008","45,36","11934961,04","0","0","",
"29","L07262","FAK201807V00482","05/07/2018 0:00:00","21/08/2018 0:00:00","27460","5113","220996160","0","0","",
"29","L00026","FAK201808V00595","09/08/2018 0:00:00","30/08/2018 0:00:00","864","28,8","5528160","0","0","",
"29","L00026","FAK201805V00256","04/05/2018 0:00:00","08/05/2018 0:00:00","576","28,8","5987520","0","0","",
"29","L07262","FAK201806V00450","29/06/2018 0:00:00","29/08/2018 0:00:00","10400","2600","110968000","0","0","",
"29","L07262","FAK201805V00378","31/05/2018 0:00:00","09/07/2018 0:00:00","131904","4619,4772","274873788,71","0","0","",
"29","L07262","FAK201805V00367","30/05/2018 0:00:00","17/07/2018 0:00:00","480","24","2112000","0","0","",
"29","L07106","FAK201810V00967","31/10/2018 0:00:00","07/11/2018 0:00:00","155","18,565","1626242,13","0","0","",
"29","L07106","FAK201810V00912","22/10/2018 0:00:00","23/10/2018 0:00:00","2048","5,76","2048358,37","0","0","",
"29","L07106","FAK201810V00853","05/10/2018 0:00:00","23/10/2018 0:00:00","39","1,755","253499,96","0","253500","",
"29","L07273","FAK201812V01101","06/12/2018 0:00:00","10/01/2019 0:00:00","160","40","2337808","0","0","",
"29","L07273","FAK201812V01102","06/12/2018 0:00:00","10/01/2019 0:00:00","192","16,8","1273219,2","0","0","",
"29","L07273","FAK201812V01095","05/12/2018 0:00:00","10/01/2019 0:00:00","360","48","3153321,6","0","0","",
"29","L07273","FAK201811V01077","29/11/2018 0:00:00","17/12/2018 0:00:00","240","38,4","2357520","0","0","",
"29","L07273","FAK201811V01078","29/11/2018 0:00:00","17/12/2018 0:00:00","216","33,6","2198486,4","0","0","",
"29","L07273","FAK201811V01079","29/11/2018 0:00:00","17/12/2018 0:00:00","136","23,2","1412540,8","0","0","",
"29","L07273","FAK201811V01044","21/11/2018 0:00:00","17/12/2018 0:00:00","120","9,6","795801,6","0","0","",
"29","L07273","FAK201811V01045","21/11/2018 0:00:00","17/12/2018 0:00:00","32","8","467561,6","0","0","",
"29","L07273","FAK201811V01046","21/11/2018 0:00:00","17/12/2018 0:00:00","48","2,4","318384","0","0","",
"29","L07273","FAK201811V01043","21/11/2018 0:00:00","17/12/2018 0:00:00","48","2,16","725894,4","0","0","",
"29","L07273","FAK201811V01000","09/11/2018 0:00:00","17/12/2018 0:00:00","48","2,4","233112","0","0","",
"29","L07273","FAK201810V00942","24/10/2018 0:00:00","17/12/2018 0:00:00","320","80","3745280","0","0","",
"29","L07273","FAK201810V00943","24/10/2018 0:00:00","17/12/2018 0:00:00","64","16","749056","0","0","",
"29","L07273","FAK201810V00909","19/10/2018 0:00:00","17/12/2018 0:00:00","320","80","3745280","0","0","",
"29","L07273","FAK201810V00885","12/10/2018 0:00:00","17/12/2018 0:00:00","96","24","1123584","0","0","",
"29","LO7290","FAK201909V00710","23/09/2019 0:00:00","01/01/1900 0:00:00","81200","8036","364408000","0","0","",
"29","L07273","FAK201810V00886","12/10/2018 0:00:00","17/12/2018 0:00:00","64","16","749056","0","0","",
"29","L07273","FAK201810V00887","12/10/2018 0:00:00","17/12/2018 0:00:00","96","4,8","466224","0","0","",
"29","L07210","FAK201909V00715","23/09/2019 0:00:00","01/01/1900 0:00:00","100000","11560","550246400","0","0","",
"29","L07273","FAK201810V00888","12/10/2018 0:00:00","17/12/2018 0:00:00","160","40","1872640","0","0","",
"29","L07273","FAK201810V00854","05/10/2018 0:00:00","17/12/2018 0:00:00","80","10,4","607640","0","0","",
"29","L07273","FAK201810V00855","05/10/2018 0:00:00","17/12/2018 0:00:00","48","2,4","233112","0","0","",
"29","L07273","FAK201810V00856","05/10/2018 0:00:00","17/12/2018 0:00:00","64","16","749056","0","0","",
"29","L07273","FAK201810V00857","05/10/2018 0:00:00","17/12/2018 0:00:00","32","8","374528","0","0","",
"29","L07273","FAK201810V00858","05/10/2018 0:00:00","17/12/2018 0:00:00","32","8","374528","0","0","",
"29","L07273","FAK201809V00821","27/09/2018 0:00:00","17/12/2018 0:00:00","96","24","1123584","0","0","",
"29","L07273","FAK201809V00812","27/09/2018 0:00:00","01/01/1900 0:00:00","64","16","823961,6","0","0","",
"29","L07273","FAK201809V00813","27/09/2018 0:00:00","17/12/2018 0:00:00","32","8","374528","0","0","",
"29","L07273","FAK201809V00814","27/09/2018 0:00:00","23/10/2018 0:00:00","32","8","374528","0","0","",
"29","L07273","FAK201809V00819","27/09/2018 0:00:00","23/10/2018 0:00:00","80","10,4","607640","0","0","",
"29","L07273","FAK201809V00820","27/09/2018 0:00:00","17/12/2018 0:00:00","576","46,8","4937064","0","0","",
"29","L07273","FAK201809V00770","20/09/2018 0:00:00","17/12/2018 0:00:00","160","40","1872640","0","0","",
"29","L07273","FAK201809V00771","20/09/2018 0:00:00","17/12/2018 0:00:00","80","10,4","607640","0","0","",
"29","L07273","FAK201809V00772","20/09/2018 0:00:00","17/12/2018 0:00:00","72","7,2","358617,6","0","0","",
"29","L07273","FAK201809V00773","20/09/2018 0:00:00","17/12/2018 0:00:00","64","16","749056","0","0","",
"29","L07273","FAK201809V00774","20/09/2018 0:00:00","17/12/2018 0:00:00","192","16,8","950347,2","0","0","",
"29","L07273","FAK201809V00742","14/09/2018 0:00:00","17/12/2018 0:00:00","48","2,4","233112","0","0","",
"29","L07273","FAK201809V00743","14/09/2018 0:00:00","17/12/2018 0:00:00","240","38,4","1840819,2","0","0","",
"29","L07273","FAK201809V00744","14/09/2018 0:00:00","17/12/2018 0:00:00","64","16","749056","0","0","",
"29","L07273","FAK201809V00745","14/09/2018 0:00:00","17/12/2018 0:00:00","312","45,6","2199436,8","0","0","",
"29","L07273","FAK201809V00746","14/09/2018 0:00:00","17/12/2018 0:00:00","216","21,6","1075852,8","0","0","",
"29","L07273","FAK201809V00714","06/09/2018 0:00:00","17/12/2018 0:00:00","64","16","749056","0","0","",
"29","L07273","FAK201808V00701","31/08/2018 0:00:00","17/12/2018 0:00:00","128","32","1498112","0","0","",
"29","L07273","FAK201808V00652","21/08/2018 0:00:00","23/10/2018 0:00:00","256","32,8","1699403,2","0","0","",
"29","L07273","FAK201808V00653","21/08/2018 0:00:00","23/10/2018 0:00:00","184","25,6","1340785,6","0","0","",
"29","L07273","FAK201808V00654","21/08/2018 0:00:00","23/10/2018 0:00:00","184","25,6","1340785,6","0","0","",
"29","L07273","FAK201808V00655","21/08/2018 0:00:00","23/10/2018 0:00:00","104","15,2","733145,6","0","0","",
"29","L07273","FAK201808V00656","21/08/2018 0:00:00","23/10/2018 0:00:00","184","25,6","1340785,6","0","0","",
"29","L07273","FAK201808V00657","21/08/2018 0:00:00","23/10/2018 0:00:00","120","9,6","591729,6","0","0","",
"29","L07273","FAK201808V00658","21/08/2018 0:00:00","23/10/2018 0:00:00","72","7,2","358617,6","0","0","",
"29","L07273","FAK201808V00659","21/08/2018 0:00:00","23/10/2018 0:00:00","80","10,4","607640","0","0","",
"29","L07273","FAK201808V00660","21/08/2018 0:00:00","03/09/2018 0:00:00","120","9,6","591729,6","0","0","",
"29","L07273","FAK201808V00661","21/08/2018 0:00:00","23/10/2018 0:00:00","168","12","824841,6","0","0","",
"29","L07273","FAK201808V00662","21/08/2018 0:00:00","23/10/2018 0:00:00","48","2,4","233112","0","0","",
"29","L07273","FAK201808V00663","21/08/2018 0:00:00","23/10/2018 0:00:00","152","17,6","966257,6","0","0","",
"29","L07273","FAK201808V00664","21/08/2018 0:00:00","23/10/2018 0:00:00","2400","120","11655600","0","0","",
"29","LO7290","FAK201909V00709","19/09/2019 0:00:00","01/01/1900 0:00:00","81200","8036","364408000","0","0","",
"29","LO7290","FAK201908V00632","22/08/2019 0:00:00","09/09/2019 0:00:00","90680","7754,5","353958000","0","0","",
"29","LO7290","FAK201907V00553","25/07/2019 0:00:00","09/08/2019 0:00:00","84600","8127,75","365772000","0","0","",
"29","L07210","FAK201908V00629","22/08/2019 0:00:00","06/09/2019 0:00:00","10200","690","31917600","0","0","",
"29","L07210","FAK201908V00624","20/08/2019 0:00:00","04/09/2019 0:00:00","13600","2320","100760000","0","0","",
"29","L07210","FAK201908V00623","19/08/2019 0:00:00","03/09/2019 0:00:00","55600","8020","350715200","0","0","",
"29","L07210","FAK201906V00476","27/06/2019 0:00:00","10/07/2019 0:00:00","80400","6480","361706400","0","0","",
"29","L07210","FAK201905V00365","14/05/2019 0:00:00","28/05/2019 0:00:00","51680","3854","224796880","0","0","",
"29","L07210","FAK201905V00364","14/05/2019 0:00:00","28/05/2019 0:00:00","51680","3854","224796880","0","0","",
"29","L07210","FAK201904V00272","16/04/2019 0:00:00","26/04/2019 0:00:00","79000","7870","409428800","0","0","",
"29","L07210","FAK201904V00280","16/04/2019 0:00:00","26/04/2019 0:00:00","15200","1760","87736000","0","0","",
"29","L07210","FAK201903V00160","31/03/2019 0:00:00","31/03/2019 0:00:00","42200","5570","254557600","0","0","",
"29","L07210","FAK201903V00161","31/03/2019 0:00:00","31/03/2019 0:00:00","24600","2730","126165600","0","0","",
"29","L07210","FAK201903V00206","31/03/2019 0:00:00","27/04/2019 0:00:00","20400","2520","121044000","0","0","",
"29","L07210","FAK201903V00207","28/03/2019 0:00:00","27/04/2019 0:00:00","66800","7700","351419200","0","0","",
"29","L07210","FAK201902V00096","15/02/2019 0:00:00","12/03/2019 0:00:00","39800","5090","243205600","0","0","",
"29","L07210","FAK201812V01140","18/12/2018 0:00:00","21/01/2019 0:00:00","39800","5090","243205600","0","0","",
"29","L07210","FAK201811V01085","29/11/2018 0:00:00","30/11/2018 0:00:00","51600","5580","262891200","0","0","",
"29","L07210","FAK201810V00955","26/10/2018 0:00:00","30/11/2018 0:00:00","16440","1962","89469600","0","0","",
"29","L07210","FAK201810V00953","26/10/2018 0:00:00","30/11/2018 0:00:00","34400","2900","145895200","0","0","",
"29","L07210","FAK201809V00843","28/09/2018 0:00:00","30/11/2018 0:00:00","27600","3415,5","153912000","0","0","",
"29","L07210","FAK201808V00704","31/08/2018 0:00:00","16/11/2018 0:00:00","19440","3252","141176640","0","0","",
"29","L07210","FAK201808V00703","31/08/2018 0:00:00","16/11/2018 0:00:00","15400","1570","79481600","0","0","",
"29","L07210","FAK201807V00497","13/07/2018 0:00:00","27/08/2018 0:00:00","12000","600","52800000","0","0","",
"29","L07273","FAK201808V00665","21/08/2018 0:00:00","23/10/2018 0:00:00","2400","120","11655600","0","0","",
"29","L07273","FAK201808V00636","20/08/2018 0:00:00","23/10/2018 0:00:00","160","40","1872640","0","0","",
"29","L07273","FAK201808V00642","20/08/2018 0:00:00","23/10/2018 0:00:00","216","33,6","1715313,6","0","0","",
"29","L00058","FAK201907V00539","23/07/2019 0:00:00","01/01/1900 0:00:00","216","9,99","950400","0","0","",
"29","L07130","FAK201904V00251","11/04/2019 0:00:00","13/04/2019 0:00:00","256","44,32","4144127,24","0","0","",
"29","L07130","FAK201904V00252","11/04/2019 0:00:00","13/04/2019 0:00:00","336","62,4","3337916,76","0","0","",
"29","L07130","FAK201904V00253","11/04/2019 0:00:00","13/04/2019 0:00:00","168","31,2","1668958,38","0","0","",
"29","L07130","FAK201904V00254","11/04/2019 0:00:00","13/04/2019 0:00:00","144","26,16","2281823,54","0","0","",
"29","L07130","FAK201904V00255","11/04/2019 0:00:00","13/04/2019 0:00:00","232","27,52","2844526,54","0","0","",
"29","L07067","FAK201907V00566","30/07/2019 0:00:00","01/01/1900 0:00:00","192","8,64","2683242,14","0","0","",
"29","L07237","FAK201905V00326","27/05/2019 0:00:00","27/06/2019 0:00:00","4080","283,2","50104079,52","0","0","",
"29","L07237","FAK201904V00292","25/04/2019 0:00:00","25/05/2019 0:00:00","4780","496,6","27093704","0","0","",
"29","L07237","FAK201904V00265","16/04/2019 0:00:00","16/05/2019 0:00:00","3660","174,6","27709413,6","0","0","",
"29","L07130","FAK201902V00067","28/02/2019 0:00:00","28/02/2019 0:00:00","136","23,2","1249437,87","0","0","",
"29","L07130","FAK201902V00068","28/02/2019 0:00:00","28/02/2019 0:00:00","64","16","839039,03","0","0","",
"29","L07130","FAK201902V00069","06/02/2019 0:00:00","08/02/2019 0:00:00","104","15,2","829918,36","0","0","",
"29","L07130","FAK201812V01123","12/12/2018 0:00:00","31/12/2018 0:00:00","672","59,04","5830867,26","0","0","",
"29","L07130","FAK201812V01125","12/12/2018 0:00:00","31/12/2018 0:00:00","96","4,32","1322399,18","0","0","",
"29","L07130","FAK201812V01124","12/12/2018 0:00:00","31/12/2018 0:00:00","48","2,16","683999,82","0","0","",
"29","L07182","FAK201801V00076","31/01/2018 0:00:00","27/04/2018 0:00:00","29080","4900","201040400","0","0","",
