"kd_bud","kd_jnsprod","kd_kelompok","No_Produk","Varian","Jenis","Merk","Kd_Satuan","kd_kemasan","Berat","Ukuran","kd_Produk","Nm_Produk","kd_grade","Uraian","DusPerMC","BeratPerMC","Sts",
"02","0210","114","410","Mangosteen","Celup SC","Sagara","01","10","40,00000","(2 x 10 TB x 2 g)","8992829114410","Teh Mangosteen Celup SC Sagara-Alu Paper 40 gr (2 x 10 TB x 2 g)","11410","","0","0","Tidak",
"02","0210","114","411","Collagen","Celup SC","Sagara","01","10","40,00000","(2 x 10 TB x 2 g)","8992829114411","Teh Collagen Celup SC Sagara-Alu Paper 40 gr (2 x 10 TB x 2 g)","11411","","0","0","Tidak",
"02","0210","114","412","Blackcurrant","Celup SC","Jimons","01","10","50,00000","(25 TB x 2 g)","8992829114412","Teh Blackcurrant Celup SC Jimons-Alu Paper 50 gr (25 TB x 2 g)","11412","","0","0","Tidak",
"02","0210","114","413","Hitam","Celup SC","Super Indo 365","01","01","50,00000","(25 TB x 2 g)","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","11413","","24","1,2","Ya",
"02","0210","114","414","Hijau","Celup SC","Super Indo 365","01","01","50,00000","(25 TB x 2 g)","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","11414","","24","1,2","Ya",
"02","0210","114","415","Wangi","Celup SC","Super Indo 365","01","01","50,00000","(25 TB x 2 g)","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","11415","","24","1,2","Ya",
"02","0210","114","416","Organik","Celup SC","Duta Sarana Indah","01","10","2,00000","","8992829114416","Teh Organik Celup SC Duta Sarana Indah","11416","","0","0","Tidak",
"02","0210","114","417","Jahe","Celup SC","Duta Saranan Indah","01","10","2,00000","","8992829114417","Teh Jahe Celup SC Duta Saranan Indah","11417","","0","0","Tidak",
"02","0210","114","428","hijau","Celup SC","Awie","01","10","50,00000","(25 TB x 2 g)","8992829114428","Teh hijau Celup SC Awie-Alu Paper 50 gr (25 TB x 2 g)","11428","","0","0","Tidak",
"02","0210","114","429","Hijau","Celup SC","Syam Kautsar","01","14","50,00000","(25 TB x 2 g)","8992829114429","Teh Hijau Celup SC Syam Kautsar-Alu Paper 2 gr (25 TB x 2 g)","11429","","50","0,05","Ya",
"02","0210","114","430","jasmine","Celup SC","Syam Kautsar","01","14","50,00000","(25 TB x 2 g)","8992829114430","Teh jasmine Celup SC Syam Kautsar-Alu Paper 2 gr (25 TB x 2 g)","11430","","50","0,05","Ya",
"02","0210","114","431","Blackcurent","Celup SC","Syam Kautsar","01","14","50,00000","(25 TB x 2 g)","8992829114431","Teh Blackcurent Celup SC Syam Kautsar-Alu Paper 2 gr (25 TB x 2 g)","11431","","50","0,05","Ya",
"02","0210","114","432","Kayumanis","Celup SC","Syam Kautsar","01","14","50,00000","(25 TB x 2 g)","8992829114432","Teh Kayumanis Celup SC Syam Kautsar-Alu Paper 2 gr (25 TB x 2 g)","11432","","50","0,05","Ya",
"02","0210","114","433","Manggo","Celup SC","Syam Kautsar","01","14","50,00000","(25 TB x 2 g)","8992829114433","Teh Manggo Celup SC Syam Kautsar-Alu Paper 2 gr (25 TB x 2 g)","11433","","50","0,05","Ya",
"02","0210","114","434","Passion Fruit","Celup SC","Syam Kautsar","01","14","50,00000","(25 TB x 2 g)","8992829114434","Teh Passion Fruit Celup SC Syam Kautsar-Alu Paper 2 gr (25 TB x 2 g)","11434","","50","0,05","Ya",
"02","0210","114","437","Hitam","Celup SC","Holding","01","01","54,00000","(30 TB x 1,8 g)","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","11437","","48","2,592","Ya",
"02","0210","114","438","Wangi","Celup SC","Holding","01","01","180,00000","(100 TB x 1,8 g)","8992829114438","Teh Wangi Celup Walini Holding -Dus 180 g ( 100 TB x 1,8 g )","11438","","8","1,44","Ya",
"02","0210","101","163","Kayu Manis","Celup SC","Walini Reguler","38","02","2,00000","","8992829101163","Teh Kayu Manis Celup SC Walini Reguler-Paper Sachet 2 g","10163","","500","1","Ya",
"02","0210","101","164","Apel","Celup SC","Walini Reguler","38","02","2,00000","","8992829101164","Teh Apel Celup SC Walini Reguler-Paper Sachet 2 g","10164","","500","1","Ya",
"02","0210","101","165","Wangi","Celup SC","Walini Reguler","38","02","2,00000","","8992829101165","Teh Wangi Celup SC Walini Reguler-Paper Sachet 2 g","10165","","500","1","Ya",
"02","0210","101","166","Vanila","Celup SC","Walini Reguler","38","02","2,00000","","8992829101166","Teh Vanila Celup SC Walini Reguler-Paper Sachet 2 g","10166","","500","1","Ya",
"02","0210","101","167","Earl Grey","Celup SC","Walini Reguler","38","02","2,00000","","8992829101167","Teh Earl Grey Celup SC Walini Reguler-Paper Sachet 2 g","10167","","500","1","Ya",
"02","0210","101","168","English Breakfast","Celup SC","Walini Reguler","38","02","2,00000","","8992829101168","Teh English Breakfast Celup SC Walini Reguler-Paper Sachet 2 g","10168","","500","1","Ya",
"02","0210","101","169","Hitam","Celup SC","Lor Inn","38","02","2,00000","","8992829101169","Teh Hitam Celup SC Lor Inn-Paper Sachet 2 g","10169","","500","1","Ya",
"02","0210","101","170","Hijau","Celup SC","Lor Inn","38","02","2,00000","","8992829101170","Teh Hijau Celup SC Lor Inn-Paper Sachet 2 g","10170","","500","1","Ya",
"02","0210","101","171","Jahe","Celup SC","Lor Inn","38","02","2,00000","","8992829101171","Teh Jahe Celup SC Lor Inn-Paper Sachet 2 g","10171","","500","1","Ya",
"02","0210","101","172","Apel","Celup SC","Lor Inn","38","02","2,00000","","8992829101172","Teh Apel Celup SC Lor Inn-Paper Sachet 2 g","10172","","500","1","Ya",
"02","0210","101","173","Hitam","Celup SC","de Java","38","02","2,00000","","8992829101173","Teh Hitam Celup SC de Java-Paper Sachet 2 g","10173","","500","1","Ya",
"02","0210","101","174","Hijau-Jahe-Lemon","Celup SC","Horison","38","02","2,00000","","8992829101174","Teh Hijau-Jahe-Lemon Celup SC Horison-Paper Sachet 2 g","10174","","500","1","Ya",
